,FileName,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
1565,AjZ-R3LFMzo_24_38,A motorcyclist is doing donuts with his motorcycle.,A man is riding on his bike.,Someone is doing figure eights on a motorcycle.,A man is performing stunts with his motor bike.,A person is performing stunts with a motorbike.,A man performs a stunt on his motorcycle.,A man is doing donuts on his motorcycle.,A man riding a bike is performing stunts.,A person practicing a stunt on a street bike.,A stunt rider did circles on his motorcycle in the parking lot.,The motorcyle rider is going in circles.,A man is doing stunts on a motorcycle.,The daredevil did circles on the motorcycle.,A guy is riding the bike .,A man is doing donuts on his motorcycle,a man is doing stunts on a motorcycle.,A man is performing dtunt on a bike,"A man is riding Kawasaki bike,",a man performing loop stunt,A person rides their motor bike in circles.,a stunt men is showing the stunt,A biker does donut maneuvers on cement.,A guy rides around in circles on his motorcycle.,"A m,an is performing stunt.",a man doing tricks on a motorcycle,A man doing tricks on a motorcycle.,A man is doing a motorcycle stunt.,A man is doing dike stunts.,A man is doing stunt in a Kawasaki Z1000 bike.,A man is doing stunt with a bike.,A man is doing tricks on a motorcycle.,A man is riding a bike.,A man is riding a motorcycle in circles.,"A man is riding a motorcycle, making small circles in both directions.",A man is riding on a bike.,A man is showing stunt on motor bike.,A man is spinning a wheel in his motorcycle.,A man performing some kind of serious stunts on a kawasaki z1000.,A man race his bike,A man riding a motorcycle makes a series of 360 turns.,A man showing some stunt on motorbike,A man stant on his bike.,A motorbike rider turns around by skiding the rear wheel.,A motorcyclist is practicing spinning in a parking lot.,A person is driving a motorcycle.,A person is riding a motorcycle in circles.,A rider is doing stunts on his motorcycle.,One guy is stunt riding with bick,Someone does tricks on a motorcycle.,The man is showing stunt riding on kawasaki motorbike,The person is doing stunts,A MAN IS RIDING HIS BIKE,A man is riding a bike!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,MWzeInQaUk4_12_20,"A man, accompanied by a band, is singing into a microphone and playing a guitar.",A man is playing a guitar.,A man is playing guitar on stage.,John Denver is on stage playing a guitar and singing.,A man is playing and singing.,A man is singing and playing guitar.,John Denver is singing and playing a guitar on stage.,A man is singing on stage.,A man is playing a guitar and singing on a stage.,"A man is playing a guitar, and singing.",A man is playing guitar.,Someone is singing.,John Denver is playing a guitar.,A man standing on stage is singing a song while strumming a guitar along with a band of musicians.,John Denver performed with his band.,The man is singing and playing the guitar.,John Denver is playing his guitar and singing.,A man plays the guitar.,The man sang country songs on stage.,the men is singing,A band is playing on stage.,A man is playing guiatar,John Denver singing and playing a guitar.,A man is playing a guitar on stage.,John Denver is singing song with guiter.,John Denver sang and played his guitar on stage.,a man singing a song,The man is singing and playing the guitar.,A man is singing and playing guitar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,5HAf_INrFy0_3_25,A cat mimics a boxing match on television.,A brown cat seated on a sofa is boxing his fore paws while watching a boxing match on television.,A cat bats his paws at a television set.,A cat emulates a boxing match on TV.,"A cat imitates a boxing match, on television.",A cat interacts with a televised boxing match.,A cat is doing an impression of the boxers on TV.,A cat is imitating the boxers on TV.,A cat is swinging its paws.,A cat is swiping at a television.,A cat is watching a boxing match and imatating it.,A cat is watching boxing on TV.,A cat is watching television.,A cat is watching wrestling on television.,A cat on a chair is mimicking the boxers on television.,A cat paws at a small television.,A pet is watching TV and gesticulating.,The cat boxed his paws like the boxers on the television he was watching.,The cat is watching a boxing match on tv.,The cat moved his paws like the boxers on the television show he was watching.,a boxing fan dog watching boxing on tv,a cat doing some funny acts towards television,A cat is doing boxing,a cat is watching tv,a cat saw the tv,A cat watching boxing on the tv,a dog watching on the movie,Cat pawing at a boxing match on tv.,cat watching  boxing on tv and trying to do boxing actions,FUNNY CAT BOXING FAN,The cat is boxing,A cat bats at a small television.,A cat is boxing alongside boxers on a television set.,A cat is pawing at a television.,A cat is pawing at a TV.,A cat is playing with a TV.,A cat is standing and batting its arms towards a TV screen displaying a boxing match.,A cat is swiping its paws at a boxing program on the television.,A cat is watching a boxing match on television and batting its paws at the screen.,A cat is watching boxing .,A cat is watching television.,A cat is watching TV and shadow boxing.,A cat is watching wwf.,A cat trying to box a television set,A CAT WATCHING BOXING ON TV.,A cat watching wrestling on TV and thinking and performing herself as a wrestler.,A dog is watching t.v.,the cat watching TV.,VERY FUNNY CAT BOXING,the dog watching tv,A funny cat watching a boxing in TV.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,PslVHtXc7Tg_8_14,A man driving a car runs into the side of a parked car in a parking lot.,A man in a car crashes into another car.,A man crashes his car into a parked car.,A man is driving a car.,A man is driving a car into the side of another car.,A man hit a car with his car.,A man is hitting another car with his car.,A man rams his car into another car in a parking lot.,A man is crashing a car.,A man is driving his car into another car.,Someone rams there car into another car.,A man drives a car into another car.,The man drove his car into a parked car.,The man drove into another car.,A car crashes into another car.,The man drove his car into the side of another car.,A man crashes his car into another car.,one man driving a car in a raugh way,A man is crashing his car.,the person is car driving,Someone crashes into another car.,A man drives a car into the side of another car.,A man dashes another car with his car.,The car ran into the other car.,A man dashing a car with his car.,the person is doing the car driving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,pfQPRXcihkI_135_144,Someone is peeling a potato with a peeler.,A person peels a potato.,A person is peeling a potato.,a man ia peeling a potato.,A person is peeling a potato with a potato peeler.,A man is scraping potatoes.,Someone is peeling a potato.,Someone is peeling a potato.,A guy is peeling a potato.,A person is peeling a potato.,The man peeled a potoatoe.,The man is peeling a potato.,A person peels onions.,The man peeled a potatoe.,A man peeling potaoes.,the women cutting the potatoes,Someone is peeling a potatoe.,A man is potato cover cutting,A person making Crispy French Fries,THE person is cutting the potato,making a chips.,A man is peeling a potato.,A guy is peeling a potato,the person coking french fries.,A person is peeling a potato.,A chef peeling a potato,You must know that belgians still make them the best way.,The man is peeling a potato.,A person is peeling a potato.,Someone peels a potato.,Pealing tomato.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,RZL9irxnhZ0_34_40,A man is being interviewed.,A man gives a press conference.,A man is answering questions posed by reporters at an outdoor location.,A man is being interviewed by the press.,A man is giving an interview in front of a lot of microphones.,A man is giving an interview to a number of tv reporters.,A man is giving an interview.,A man is speaking into microphones.,A man is speaking to reporters.,A man is speaking to reporters.,A man is speaking.,A man is talking to numerous reporters.,A man is talking.,A man is talking.,A man speaks into a bunch of microphones.,A man speaks into several microphones.,The man gave his report to the reporters,The man is talking to the media.,The man talked to the reporters.,a famous hero of india saying something to media,A man is talking into a bunch of microphones.,salman khan is giving answer of press,salman khan is giving interview,Salman the Perfect Jockey,A guy is answering to the press.,A hero named salmankhan is giving interview.,A man is being interviewed by new crews.,A man is being interviewed.,A man is explaining something.,A man is giving an interview.,A man is speaking to reporters.,A man is speaking.,A man is talking to interviewers.,A man is talking to press.,A man is talking to the media.,A man talks in front of an array of microphones.,an actor is talking to the press persons.,Indian bollywood celebrity talking to press reporter.,Salman is talking to the media.,Salman is talking.,salman is the perfect hero and jockey,Salman Khan in action.,salman khan talking with Media.,"Salman Khan, the bollywood star giving some sort of interview to journalists.","Salman Khan, the Indian actor gives an interview after winning horse race.",the Salmon the perfect joking,the man is talking to media,Actor Speaking with media.,Man is being interviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,4ikH9ZRcF2Q_89_105,A squirrel is moving in circles.,A girl is running in circles.,A squirrel is moving rapidly on a concrete floor in circles.,A squirrel is rotating repeatedly.,A squirrel is running around in a circle on a sidewalk.,A squirrel is running around in circles.,A squirrel is running in circles.,A squirrel is spinning around in circles.,A squirrel is turning in circles.,A squirrel is walking in circles.,A squirrel runs around aimlessly.,A squirrel runs around in a circle.,A squirrel runs around in circles.,A squirrel runs in circles.,A squirrrel is running about in circles.,An animal run in circles.,The squirrel is going around in circles.,the squirrel ran around in circles.,The squirrel went in circles on the sidewalk.,Squirrel running around,drunk squirre playing,A squirrel is running around in circles.,the Drunk Squirrel is climbing the tree.,A squirrel is running in circles.,a squirrel is running on the road.,A squirrel is hopping around.,A squirrel is trying to climb up the tree.,A squirrel  is doing a  funny thing.,A squirrel is running in circles on a sidewalk.,A squirrel runs in circles.,SOME ANIMAL IS ROUNDING A TREE.,A squirrel running in circles on the sidewalk.,animal gaming on the road,A squirrel is moving here and there like a drunk,A squirrel is turning in circles.,A squirrel is running around in circles.,a Drunk Squirrel is walking,A squerel running around.,A squirrel crazily going on rounds.,a squirrel roaming here and there seems to be drunken.,a squirrel is dancing,a squirrel doing doing some funny acts,A squirrel is standing under the tree.,A squirrel is making circles,a drunked squirrel,A squirrel bounds around in circles.,A squirrel is running in circles.,A squirel is drunk.,A squirrel is running around in circles.,A squirrel is running in circles.,Drunk Squirrel in the tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,TvBsaMgqh5s_61_68,A lady cooking meat in a pan,A girl is putting meat from a plastic packet into a pan.,A person puts some ground beef in a pan.,A woman is placing meat in a frying pan.,A woman is putting a red meat in a pan.,A woman is putting ground beef into a pan on the stove.,A woman is putting meat in a pan.,A woman is putting meat into a frying pan.,A woman is taking out the meat into the pan.,A woman puts raw meat in a skillet.,A woman slides off a large slab of meat from a plastic packet onto a pan.,Meat from a plastic bag is being dropped into a frying pan.,"Meat is being emptied, out of the package, and into a pan.",Meat is being put into a skillet.,Meat is dropped into a pan.,Mincemeat is put into a non-stick pan.,The girl put some frozen meat in a frying pan.,The woman is cooking meat.,putting smashed meat in the pan,A lady put something in frying pan,meat is cooked on the stove,Two women cooking in the kitchen making some sort of meat dish.,A Girl is Cooking A bread.,A chunk of meat in a frying pan.,A person puts ground beef into a pan.,A woman dumps some meat into a skillet.,A woman emptying the contents of a packet into a pan.,A woman is cooking beef.,A woman is cooking meat.,A woman is dumping meat from a baggie into a frying pan.,A woman is happily cooking meat.,A woman is placing a piece of meat in a skillet.,A woman is placing meat on a skillet.,A woman is pouring meet in a pan.,A woman is putting a frozen meat on a heated frying pan.,A woman is putting ground beef into a frying pan.,A woman is putting something in a skillet.,A woman places ground beef into a frying pan.,someone put raw meat into a frying pan.,The girl put the raw meat in the frying pan.,The person is cooking meat over the stove.,The woman is cooking meat.,The women is taking a piece of meat out of a bag.,Womens are cooking kichen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,uAaWVeaYLdQ_1_12,A man leaps up into the air and turns with his leg extended and lands in a squat on both feet.,A man does a flying kick.,A man leaps into the air and kicks one foot higher than his head.,A boy is jumping in the air.,A man does a spinning kick in the air.,A man did a spinning jump kick.,A man is doing martial arts stunt.,A man is jumping into the air and kicking.,A man does a jumping high kick.,A man is doing a spin.,A man is jumping in the air.,A man is running and jumping on stage.,The man did acrobatic jumps in his routine.,The man did a jump twist in the air.,A martial artist demonstrates a super high kick.,The man did acrobatic moves.,MAN PERFORMING ATHELETIC AND JUMPING,A man is showing an event,A man is kicking his leg in the air.,A man jumps in the air and does a spin kick.,a man is jumping,A guy is performing karate.,A MAN IS DOING KARATE.,A man jumps and kicks in the air.,A BOY IS DOING FIGHTING STUNT,"A man is jumping, and turning, in midair.",A man demonstrates a roundhouse kicking move.,A PERSON IS SHOWING KARATE STUNTS,A man jumping up high in a wall,a person is performing karatte,A person jumping,A man performs a High Jump Stunt.,The man did spins in his martial arts routine.,The man is kicking up in the air.,a men  is presenting the show,A man is performing martial arts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,n_Z0-giaspE_379_387,A boy falls down and two other boys with surprised looks assist him up.,A boy falls to the ground and his friends help him up.,A boy fell to the ground.,A boy who has fallen is helped up by two other boys.,A kid falls down.,A kid falls down.,A kid falls down.,A man falls down and two men help him up.,A young man falls down and is helped up by two other guys.,A young man falls on the ground and his two friends standing nearby help him get up.,A young man takes a slow exaggerated fall and two other young men help him get up.,The man fell down on the ground.,The man fell down.,Three men are acting.,Two boys help another boy that has fallen down.,Two boys helped up a friend who had fallen down.,Two men are helping up another man who has fallen on the ground.,the person is running the camp,Two men help a man who as fallen get up.,A boy falls and two others run to help him up.,Two guys help a boy up off the ground.,A boy falls to the ground.,a man is falling down.,The men are picking up the fallen person.,A man fells down.,A young man is falling down and his friends are running to help him up.,A boy falls down.,A man falls and other men pick him up.,three mne are walking,"A man falls, and is helped up.",Two young men put together a video about a church package.,A man falls over in the road.,Someone falls down,Two guys helping another guy,A guy is falling.,A man is falling down and the other two men are giving him hands to get up.,A boy is slipping on the floor.,two friends beating a boy by laying him on the ground.,A boy has feel down,A boy is falling,a men is fell down in land,A group of boys are acting like they're in slow motion.,church camp.,A boy is falling down.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,CwPfvoqmV1Q_58_61,A man is doing a wheelie on a motorcycle as he drives in circles.,A man is doing a wheelie on a motorcycle.,A man is doing a wheelie on a bike.,A man is riding his motorcycle in a circle while doing a wheelie.,A man is driving a motor-cycle.,A man is performing a trick on a motorcycle.,A man is doing bike stunts.,A man is doing wheelies on a motorcycle.,A person rides a wheelie on a motorcycle.,A man is doing a motorcycle stunt.,A guy is riding a wheelie.,A man rides a wheelie on his motorcycle.,The man is doing motorcycle tricks.,A man is riding a wheelie on a motorcycle.,A biker pops a wheelie.,A boy is doing a stunt on a bike.,The man spun his motorcycle around on its back wheel.,A boy doing a motorcycle stunts.,the boy is doing the bike riding,A MAN IS RIDING ON THE BIKE.,A man is doing stunts on a motorcycle.,a man riding bike.,A man is performing tricks on a motorcycle.,A motorcyclist is performing a stunt on one wheel.,A man singing a song.,a man race his bike,The man is doing motorcycle tricks.,the young man playing in the motor byke,A man is riding a bike.,A man does wheelies on a motorcycle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,wsj_dzz33Ko_31_41,A man is cutting leaves.,A chef shaves fresh parsley.,A man cuts a bundle of leafy vegetables with a knife.,A man is cutting coriander leaves from it's stem.,A man is separating coriander leaves with knife.,A man slices off the stems with leaves from a bunch of parsley using a knife.,A person is cutting parsley off the stems.,A person is shaving parsley leaves off stems.,A woman is cutting parsley leaves from its bundle.,A woman is cutting parsley.,Herbs are being chopped.,Parsley is being cut.,Someone chopped up some parsley.,Someone cut up a bunch of parsley.,The cook is cutting parsley.,The leaves are cut away from a bundle of parsley.,The leaves of a vegetable is cut off.,some one  is cutting coriander leaves.,The lady is cutting up parsley.,A woman is slicing parsley.,Someone is chopping up a leafy green plant matter.,A man cuts cilantro.,A man slices the leaves off the stem of some spinach.,cutting bundle of leaves into pieces,Green vegetables being liquised.,A man cutting the leaves .,Someone is preparing a bunch of coriander for the blender.,A grinder is placed on the table.,A chef is cutting leaves.,A man is chopping parsley.,A man is cutting parsley leaves.,Chef John demonstrates how to make Chimicurri sauce.,a person cutting up vegatables,A woman is seprating corriander leaves from their stems.,Someone is preparing parsley.,Someone is slicing pulling herbs off the stem,A man is cutting the green leafs.,A green herb which looks like basil is being cut off from its stalk.,A person chops up some parsley.,cutting leafs with knife,Its good to see how to make a chimichurri in a mixer grinder.,The man is cutting up parsley.,A man is chopping green leaves.,A man shaves some parsley leaves off the stem and then presents the chopped stem to the camera.,Someone cut up a bunch of parsley.,Someone is chopping an herb.,A man is cutting a Coriander leaves.,A man slicing vegitables,The cook is slicing parsley.,A man chopping parsley.,a women is preparing chimichuri,"Enough, this much will good taste",A cook cuts up some lettuce.,"A chef is preparing Japanese food ""Chimichuuri sause""",Someone cut up a bunch of parsley.,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,sm0OYD0NSbQ_51_59,A man wearing glasses and a suit is standing and talking in front of a huge bookshelf.,A man is talking.,A man is talking.,A man is speaking.,A man in a library is talking.,A man is talking.,A man is talking.,A man wearing a suit is talking.,A man speaks while standing in front of a bookcase.,A man is speaking.,Someone is talking.,A man with glasses is talking.,The man spoke in front of the bookshelves.,The man is talking.,A man talks.,The man gave a speech in front of some bookshelves.,A gentleman giving a lecture with background of books on shelf.,He is speaking,there is a one men,A man is speaking,A man is talking.,the man is standing and  teaching,a man is saying something.,A man is explaining something.,A man is talking.,a man doing work in the libreary,A man is talking to someone.,a man talking.,A man talking to someone,He is telling something .,A person speaking in the libary,The man is talking.,A man giving a talk.,a logo is presenting,A man is talking.,A man is talking.,A man stands in front of bookshelves and talks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,tYQ7O6V0Fvk_20_55,A young boy playing guitar,A boy is playing a guitar.,A boy is playing a guitar.,A boy is playing guitar.,A boy is playing the guitar.,A boy plays an acoustic guitar.,A boy plays the guitar.,A kid is playing guitar.,A kid is playing his guitar.,A kid is playing the guitar.,A little boy is playing a guitar.,A sitting boy is playing guitar.,A young boy is playing a guitar.,A young boy is strumming his guitar seated in a room.,Someone is playing an acoustic guitar,The boy is playing the guitar.,The kid played the guitar.,The boy is playing the guitar.,A little boy is playing guitar.,A boy is playing a guitar.,A boy is playing on a guitar.,The child is strumming the guitar.,A person is playing the guitar.,A boy is playing the guitar.,A boy playing guitar.,A small boy is concentrating in playing guitar.,A boy is playing guitar.,A boy is playing a guitar.,A BOY IS PLAYING GUITAR,A boy is playing the guitar.,a boy is playing a guitar,A small chineese boy playing nirvana on a acostic guitar,A boy is playing a guitar.,A child is playing guitar.,A boy is playing the guitar.,Someone is playing guitar.,A guy is playing a guitar.,A boy is playing a guitar .,A young boy is playing a guitar.,a boy is playing a guitar,Young Chinese boy focused on playing acoustic guitar.,The boy played his guitar.,A girl is playing the guitar.,a boy playing music instrument,The boy is playing guitar.,The boy is playing the guitar.,a boy is playing guitar,THE BOY IS BEAUTIFULLY PLAYING GUITAR.,An oriental child is playing a guitar.,the boy played the guitar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,K-KVz3eqbnA_1_10,A girl and a boy are eating their food.,A woman inspects her hamburger and talks to another woman.,The woman are talking and eating.,Tow ladies ate a hamburger in a booth.,Two girls are eating and talking in a restaurant.,Two girls are eating hamburgers at a table.,Two girls are sitting in a restaurant booth eating hamburgers.,Two girls are talking.,Two people are eating burgers.,Two woman are talking over lunch.,Two women are eating burger and talking each other.,Two women are eating burgers.,Two women are speaking during a meal.,Two women are talking and eating at a restaurant.,Two women are talking while eating.,Two women are talking while sitting in a fast food booth.,Two women eat hamburgers in a cafe and chat.,Two young women talk in a diner.,Womans are having Burger at hotel.,the girls is eating,Two women chatting.,Two girls are eating burgers.,Two women are eating at a diner.,television movies,Two girls talking to each other in a diner.,A guy is arguing with his teacher.,Two ladies sitting together and talking.,two having food and talking to each other,Woman are eating hamburgers at a diner.,Two women sit togther to eat burgers placed on their table.,Two girls are talking at a restaurant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,i3fd4nE8OCI_174_181,Two men appear to be fighting or wrestling.,Two men are fighting.,Two men are fighting.,Two men are fighting with each other.,Two men are fighting.,Two men are talking aggressively.,Two men are pushing each other around.,A man is pushing another man.,Two men are fighting.,Two men are fighting with each other.,Two men are fighting.,Two men are fighting with each other.,One man pushed another man away.,The men are fighting with each other.,Two men are struggling on a sidewalk.,Two men argue.,One man fought with another man who was trying to comfort him.,Two men are fighting.,They are fighting,the boy is talking,Two men tussle on the street.,Two men are fighting each other.,Two guys are fighting.,Two men are fighting.,A man is fighting with the other man.,we mikie dread tv is very good,Two men are fighting.,Two men are quarreling each other.,two men are fighting,A man is trying to calm another man down.,A black and white man are fighting.,Two men are fighting.,two guys are fighting.,Men are fightig.,Two men are wrestling.,two men negotiating on some kind of serious matter.,The man did not want to be comforted by the other man.,Two men begin fighting.,The men are fighting.,Two men are fighting,The men are fighting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,6owu8Mow0_g_850_855,A man is talking on a cell phone.,Two men are standing in a kitchen and one is talking on a cell phone.,A man is talking on a cell phone.,A man is talking on a phone.,A man is talking on a mobile.,A man is talking in phone.,A man is talking on the telephone as another man listens.,A man is talking on a mobile phone.,A man talks on a cellphone.,A man is talking on a cell phone.,A man is talking on the phone.,A man is talking on the phone.,A man is talking on the phone.,A man is talking over the phone standing in a restaurant kitchen.,The man talked on the telephone in the pizza kitchen.,The man is talking on the phone.,A man talks on the phone.,The man talked on the phone in the pizza kitchen.,They are cooking,the boys are cooking the somethiung,A man is talking on the telephone.,a man is talking in the phone.,A man is talking in phone.,A man is talking on the phone.,He is explain about making Pizza.,Two person eating pizza,A man is talking on his cell phone.,The man made a phone call in the pizza kitchen.,"Two men""s are talking to pizza boy",a man cooking his kichen,A man assures to check the taste of pizza before selling.,The man is talking on the phone.,two man is eating,A man is talking on the phone.,super pizza wears video,A man is speaking on a phone.,A man talks on a cell phone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,SZP3Jpbbwj0_52_59,A basket ball player does a hook shot on his opponent.,Boy scores sky hook over other player.,playing games,A basketball player evades defense and scores a goal.,A basketball player is doing a hook shot.,A basketball player is putting ball in the basket.,A basketball player making a hook shot while being defended.,A basketball player throw ball over defense player and score.,A basketball player throws a basket over the raised arms of a defender.,A basketball player throws a hook shot over the head of an opponent.,A boy is making a basket at a basketball practice.,A boy is shooting a basketball into the basket.,A man hook shots over his opponent and scores.,A man is guarding another man from putting a basketball in a basketball hoop.,A man is shooting a basketball into the hoop.,A man is shooting a basketball.,A man is throwing a basketball over the head of another man and toward the basketball hoop.,A man is throwing ball into the Basket in a Basket Ball Court.,A man lobs a ball over another man into a hoop.,A man makes a basket with a basketball.,A man put a goal in basket.,A man skyhooks a basketball into the basket.,A man standing on a basketball court near the post shoots the ball into the net despite another player obstructing him.,A persin did the basket.,A player manages and scores a basket.,An athlete made a jump hook shot.,IN VIDEO 2 BOYS ARE PLAYING BASSKET BALL.,The boy shoots the basketball with one hand over his opponent's arms into the basket.,The man in black puts the ball into the basket while the other man in white tries to stop him.,Two Asian men are playing basketball,two boys playing basketball,Two guys are practicing basket ball,Two guys playing one on one basketball game.,"Two men are on a basketball court, the one with the ball shoots a hook shot.",The basketball player made a 2-point basket.,The player scored a basket over other player head.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,otvx5OZHTJc_1_22,A person is cutting a fish.,A fish is being gutted.,A fish is being killed.,A fish is sliced and beheaded.,A man cuts into a live fish.,A man guts a fish.,A man gutting & beheading a live fish.,A man is cutting a fish.,A man is gutting a fish,A man is gutting a fish and then he cuts the head off.,A man kills and guts a fish with a knife.,A man slit open a fish.,A man slits the body of a fish on the bottom side and thereafter cuts the head off with a knife.,A person is cutting a fish open with a knife.,A small fish is being cut open.,Someone cut open a fish.,The man gut and cleaned the live fish.,A man is cleaning a fish.,A man is cleaning the fish,A man is cutting live fish,A man is killing a fish.,A men clining the fish,A person is gutting a fish.,the cook clean the fish to cook,A fish is on the floor.,A guy is gutting a fish.,A live fish is slit open and beheaded with a knife,A man cleaning fish with knife,a man cleaning the fish,A man cleans a fish.,A man cutting a fish inorder to prepare it for food.,A man cutting a fish.,A man cutting the fish to cook it.,A man disects a live fish.,A man is cleaning a fish with a knife.,A man is cleaning a fish.,A man is cleaning a fish.,A man is cleaning a fish.,A MAN IS CLEANING FISH,a man is cleaning the fish.,A man is cutting a fish alive.,A man is cutting a fish.,A man is cutting a fish.,A man is cutting a fish.,A man is cutting fish.,A man is cutting up a fish.,A man is gutting a fish that is still alive.,A man is gutting a fish.,A man is slicing open a fish and cuts off its head.,A person guts and decapitates a live fish with a knife.,A person is cutting a fish with knife.,A person is cutting open a fish.,cleaning a live fish by guttung it and cutting off its head,Cutting and cleaning a live fish.,The guy is cutting the fish alive.,The man is cleaning a fish.,A MAN IS CUTTING A FISH.,A MAN IS CUTTING THE FISH WITH THE KNIFE,A man is is cutting fish,Fish ready to be cleaned.,the person is cutting the fish,,,,,,,,,,,,,,,,,,,,
1584,zxB4dFJhHR8_1_9,A girl riding a bicycle along the beach.,A biker rides along the beach.,A girl is cycling.,A girl is riding a bicycle on a road near a beach.,A girl is riding a bicycle.,A girl is riding a bike.,A girl is riding a cycle on a beach.,A girl is riding her bike.,A girl is riding on a bicycle.,A girl is traveling in a bike.,A girl rides her bike at the beach.,A woman with a backpack is cycling on a road by the beachside.,The girl rode her bike at the beach.,The girl rode her bike in the beach bike lane.,The woman is riding a bike.,A girl is riding a bicycle by the beach.,A girl is riding a bicycle on a road beside a beach.,it was nice riding,The girl is riding her bicycle.,A girl is riding a bicycle.,A girl rides her bike.,A girl is riding a bike.,A girl riding a bike as two people sit in the background.,A girl is riding in a cycle.,A girl is riding a bike along the beach.,A girl is riding a bike by the beach.,A girl is riding her bicycle at the beach.,a girl driving bycle,A GIRL RIDING A CYCLE,A GIRL IS CYCLING ON THE BEACH,A girl is riding a bike.,A girl is bicycling.,Someone is riding a bike on the beach.,A woman is riding a cycle.,A girl is cycling a bicycle.,a lady is driving a bycle,a girl riding a bicycle with a bag holding on her back.,A lady is riding on the bicycle.,A woman is cycling along the beach.,A girl is riding a bike.,A woman is riding her bicycle on a beach bike path.,A girl enjoying the cycle driving.,The girl rode her bike at the beach.,A girl drive with cycle,A girl is riding a pink bicycle next to a beach.,The woman is riding a bike.,A girl is cycling.,A girl is riding a bicycle along a beach path.,A girl is riding on cycle.,A lady is riding the bicycle.,A girl riding a bicycle.,A smiling girl wearing backpack is riding a bike.,The girl rode her bike at the beach.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
